head_a_layer,head_a_head,head_b_layer,head_b_head,correlation
4,6,8,4,-0.08972528846962956
2,0,7,2,-0.08978391651132252
4,7,5,2,-0.09003604048077098
3,1,9,5,-0.09004022104069445
0,6,6,9,-0.09005388339310619
2,8,9,6,-0.09020337819730066
0,0,6,4,-0.09055569633138694
2,4,4,8,-0.09064821452229908
0,0,9,10,-0.09077132470145087
7,11,8,7,-0.090819802977577
4,7,5,4,-0.09099937053264742
7,2,11,3,-0.0910401483290769
1,4,11,5,-0.09115124029842579
0,4,6,9,-0.09142630003732366
4,2,6,8,-0.09145805641949323
4,4,11,7,-0.09161454167198783
0,7,6,6,-0.09177775932276423
2,5,6,1,-0.09181392151157243
1,1,2,1,-0.09197500221196778
0,1,0,7,-0.09216565507881148
0,5,9,11,-0.09242520793890324
8,0,9,10,-0.09248547308652251
3,5,10,5,-0.09272319920299024
3,5,4,4,-0.09307692484766089
3,11,7,4,-0.09320201714929742
0,7,1,7,-0.09325681919045331
3,5,10,9,-0.09341154539511122
5,3,7,11,-0.09342488920633601
1,6,8,9,-0.09359884282832195
7,9,7,11,-0.09361883272780759
0,7,4,1,-0.09385886155116344
6,3,8,4,-0.0942503288580926
2,7,3,11,-0.09435451731663612
2,9,9,8,-0.09437481227522718
4,4,7,8,-0.09462245203153771
7,0,9,8,-0.09475066138028064
2,8,7,11,-0.09521803680064825
1,9,3,10,-0.09546256521738944
1,8,4,4,-0.09565116887944301
4,4,11,0,-0.0959524356814244
0,3,4,7,-0.09631164031627569
2,7,9,1,-0.09661528837118757
0,7,1,8,-0.09678234845208221
5,11,7,11,-0.09678316409870699
3,0,7,0,-0.09689032219210458
1,11,6,2,-0.09709165397224227
6,9,11,10,-0.09801588178960421
7,7,11,0,-0.09808044986103179
7,8,10,3,-0.09839362800686866
3,9,6,3,-0.09846053159168631
3,4,5,8,-0.09872964240221867
3,2,9,10,-0.09890814101937061
6,9,8,3,-0.09896521643634557
8,1,9,7,-0.09956835808756864
4,8,7,8,-0.09964723693314693
0,5,9,2,-0.09978683575038451
3,9,6,2,-0.09992056123322236
6,8,10,10,-0.09997810174946158
5,6,8,7,-0.10030339027572176
5,7,6,2,-0.10059491570978617
3,10,7,9,-0.10118070241684023
11,0,11,3,-0.1012265905439616
4,6,9,9,-0.1012537076205703
2,5,4,8,-0.10149851849278577
3,9,7,11,-0.10168042727669821
2,5,10,11,-0.101902639723508
6,6,11,3,-0.10205380962123516
1,6,6,7,-0.10211262691757177
2,11,7,9,-0.1021458879541362
1,10,7,5,-0.10218939111030165
1,1,11,6,-0.10227973836161797
8,4,9,4,-0.10229735065085936
4,7,7,9,-0.10231123472683568
1,11,2,11,-0.10235684764230248
1,8,5,0,-0.10245135633832791
6,1,8,7,-0.10256818789224204
2,6,6,1,-0.10270906424905205
4,6,11,5,-0.10272174875491806
5,0,11,10,-0.10293617468589591
3,10,9,11,-0.10299753996164025
1,1,8,1,-0.10327838068171469
5,11,11,10,-0.10333268599209436
4,3,4,4,-0.10341852248973478
6,11,10,6,-0.10360958145539224
4,6,6,2,-0.1037750193078074
4,8,11,7,-0.10409496914809435
2,1,6,1,-0.10433211608248343
1,0,5,3,-0.1043751064860271
5,4,6,9,-0.1045514588720814
2,1,6,2,-0.10494672198527898
1,0,7,5,-0.10508233930024673
3,2,11,6,-0.1053343974136519
6,9,7,2,-0.10538014519739647
0,7,6,10,-0.1054548669429925
7,0,10,0,-0.10560002709296411
2,1,9,1,-0.10564938172760532
3,2,9,3,-0.1059444411742834
10,3,11,7,-0.10653300371824216
6,3,10,10,-0.10658073770580422
2,11,3,1,-0.10661140246710754
4,7,9,1,-0.10690107818825845
2,1,3,5,-0.1071848620357713
5,0,6,0,-0.1072648186432276
3,0,8,0,-0.10768964794618784
7,11,10,11,-0.10780803130798183
0,7,11,10,-0.10790529058293935
0,7,6,7,-0.1080726279964702
2,4,6,8,-0.10858139376652128
1,4,9,11,-0.10859183035382573
4,8,7,3,-0.1087325084163331
3,4,7,4,-0.1087826088423712
6,9,7,9,-0.10879437640564737
1,6,10,4,-0.10882054915852794
1,1,9,11,-0.10905758005701
3,9,9,11,-0.10907667728777505
3,1,11,4,-0.10929811772568102
7,8,11,11,-0.10977994913504764
9,10,10,4,-0.11000378297052299
9,6,11,1,-0.11007732872326295
0,9,4,6,-0.11037664201158098
7,5,9,8,-0.11039037560440615
6,8,9,10,-0.11091942745946136
1,10,4,6,-0.1109340338845876
3,9,8,6,-0.11122468766494555
2,8,6,0,-0.11129386691553728
1,4,6,8,-0.11153024315130833
1,6,2,5,-0.11160997341293853
4,5,11,5,-0.11191470834463388
4,8,4,9,-0.11205794564983731
2,6,4,7,-0.11225253790260047
0,5,10,5,-0.11242651254426275
1,3,2,1,-0.11276878204839412
3,11,9,10,-0.11290692564365681
1,6,11,11,-0.11310009173090411
9,0,9,4,-0.11334802412835346
2,3,7,0,-0.1135986863795582
8,0,10,5,-0.11369469103318718
0,1,9,1,-0.11385093035130449
2,8,11,5,-0.11393112908756949
0,7,7,6,-0.114031220460394
3,9,8,3,-0.11408148598125313
2,1,9,9,-0.11427667782883094
9,6,9,7,-0.114293412349721
6,9,7,3,-0.11475718419819225
8,0,8,1,-0.11491209932880775
0,4,7,2,-0.11500123772890912
6,5,7,5,-0.11502224773827334
3,10,8,9,-0.115422817229204
5,0,5,2,-0.11557542404957448
2,1,9,0,-0.11591108908793547
4,3,6,0,-0.11599056809181572
7,6,11,7,-0.11625274945179785
3,5,10,3,-0.1166509404954218
2,6,9,1,-0.1171464080631288
5,11,6,6,-0.1171814615543525
1,5,4,10,-0.11721191315194926
3,6,10,11,-0.11726647569851036
4,6,6,6,-0.11734992466563902
4,8,6,10,-0.11765541879786434
7,2,7,11,-0.11768107317023072
9,4,10,4,-0.11776576036968385
3,0,10,0,-0.11811560228327488
3,11,8,1,-0.11823528060935416
2,1,4,8,-0.11840537050433303
10,6,10,8,-0.11849916781829628
1,0,11,10,-0.118719331558419
6,6,7,5,-0.11876631478157372
0,11,10,5,-0.11878322429635561
10,10,11,0,-0.11903966483052897
1,2,10,3,-0.11974947598544887
8,0,9,2,-0.12033548085058576
0,0,7,6,-0.12056408853386391
4,4,6,3,-0.12067178810972091
4,5,7,9,-0.12126703002529647
3,9,11,6,-0.12219767697437853
6,8,11,3,-0.12240519207005494
6,8,11,4,-0.12252523213584436
3,5,5,5,-0.12265241818852636
2,8,11,10,-0.12289454081298129
6,0,9,2,-0.12310641041145515
0,0,5,1,-0.12312632283882663
0,7,9,10,-0.12363203963830485
6,3,6,8,-0.12370780913704349
5,11,10,11,-0.12381499856593735
9,4,11,7,-0.12397981189069758
3,11,4,8,-0.12399482905427579
5,0,7,6,-0.12486476012748968
1,0,4,1,-0.12517368594837047
8,0,11,10,-0.12583439669554666
10,5,11,7,-0.12627435081050814
7,5,9,3,-0.1264790334572971
8,11,10,9,-0.1268322835262482
1,9,5,0,-0.12683784207968038
0,7,10,4,-0.1271493953212923
5,5,9,11,-0.12730331121578448
1,2,9,2,-0.12732061050203883
5,5,9,9,-0.12781677946662864
6,6,10,0,-0.12783896082371568
4,8,4,11,-0.1279248152455108
7,11,8,3,-0.1282954518091877
1,9,11,10,-0.1285059218123091
4,7,5,6,-0.12851813384678876
0,1,10,11,-0.12857043128275641
2,11,7,3,-0.12875468297229964
2,5,6,6,-0.1287709699253034
8,9,9,10,-0.12916985453218632
1,4,5,10,-0.1294596318807985
0,5,11,10,-0.12952185092010585
3,1,10,9,-0.12981003167551342
6,3,10,5,-0.12986129448694916
4,6,6,1,-0.12994711666194436
10,5,10,6,-0.13024883267385137
3,9,4,4,-0.1303041101271495
2,4,10,11,-0.13035856505018625
7,1,9,0,-0.13096135428540182
2,10,3,0,-0.1314074703231247
1,7,7,5,-0.1316250400083093
3,8,4,10,-0.13171552215455976
1,6,11,1,-0.13179953425446098
3,1,10,8,-0.13217420197095342
0,2,4,8,-0.1321870858782192
3,1,9,10,-0.13235223219828085
3,6,7,5,-0.13267381591324393
1,10,6,9,-0.13289569702176618
9,8,10,6,-0.13339546491213497
4,5,9,6,-0.1337364683155495
0,6,3,1,-0.13411812866887868
0,5,11,1,-0.13463012428039853
2,6,9,3,-0.13489794414854253
7,3,9,8,-0.13503758733817453
8,6,11,1,-0.13510654589061158
6,2,11,7,-0.135397934038962
0,3,3,9,-0.13549503863120127
0,6,4,11,-0.13565405705499564
0,1,4,8,-0.13566088583659738
2,1,4,10,-0.13575515035026653
10,2,11,1,-0.1370306906736387
3,5,4,2,-0.13736437420265654
2,3,5,0,-0.13741167428472048
6,9,6,11,-0.1375074068526359
11,4,11,6,-0.13760763236077808
6,9,10,2,-0.13769289548361766
2,11,3,9,-0.1379123574211484
0,7,5,7,-0.13874546685726
2,5,7,4,-0.13880651419913936
5,5,6,3,-0.13903269229851672
1,6,8,8,-0.1390353381473145
3,1,9,2,-0.1391615562132437
6,3,11,10,-0.13924496036915635
4,7,11,5,-0.13956178163092908
8,9,9,4,-0.13964673963455396
3,4,4,6,-0.13973428083632133
8,0,10,3,-0.13987519752941635
1,9,2,11,-0.1399671410860527
0,7,1,3,-0.14094994806447592
1,11,3,10,-0.141014904018074
5,8,8,7,-0.1411188382687957
6,9,7,4,-0.14149756859477544
8,0,10,8,-0.14168379346846552
2,1,11,5,-0.14183663019155937
7,5,11,11,-0.14204249291757973
4,3,8,11,-0.142218034809456
10,7,11,1,-0.14271251080781733
6,3,9,5,-0.1431252107932803
0,4,3,9,-0.14373619339958021
8,7,9,10,-0.14385900411683464
4,7,5,1,-0.1439622315835561
4,7,11,6,-0.14413333877764883
3,10,10,11,-0.14441192968702518
3,5,9,1,-0.14523749649517673
3,11,5,11,-0.14546006048439145
3,0,11,3,-0.14557854449082788
6,10,10,9,-0.14579251686925127
1,6,4,11,-0.14602523231666253
6,9,10,5,-0.1461310665681384
6,4,9,1,-0.14624771268272715
0,0,2,3,-0.14653126150546203
0,0,7,5,-0.14653298535915038
5,11,9,1,-0.14712056259424797
5,6,6,9,-0.1477618656787032
3,4,4,8,-0.14788040125719895
7,0,9,2,-0.14799156499695065
2,6,10,6,-0.14817029956280686
3,0,11,7,-0.14839687706733765
4,7,4,10,-0.14890329571070385
5,6,6,3,-0.14936398935615125
6,10,11,4,-0.1496701476128397
8,0,9,4,-0.15063961392019098
4,11,9,11,-0.1508298063008885
2,9,9,4,-0.15121862769868197
0,7,3,6,-0.15147194317438134
6,8,7,11,-0.15230833827008788
3,8,10,5,-0.15247082428019362
4,10,8,7,-0.15325082989375394
0,7,8,8,-0.1537680455822019
7,0,9,5,-0.15423906094534853
0,7,6,3,-0.15427726904547687
1,0,4,4,-0.15446704279701265
3,5,9,5,-0.15448170234613712
3,2,7,11,-0.15451625344812794
3,10,7,3,-0.15481287255917825
0,9,9,10,-0.15485874745693992
2,5,10,3,-0.15515888964691246
1,9,11,6,-0.15522795882762352
2,5,6,0,-0.15536847035063514
4,7,7,2,-0.15554977115706148
3,6,10,5,-0.15584633946591459
4,7,7,4,-0.15614904975052415
6,11,8,7,-0.15619878122759573
1,0,6,2,-0.1562406612260385
0,6,2,5,-0.15630586115255413
1,0,8,6,-0.15645872684232515
11,0,11,4,-0.1569081434242932
3,9,5,8,-0.15693234169066678
8,11,9,4,-0.15705551161546208
0,7,5,10,-0.15723709940775274
2,11,3,2,-0.15789982290163354
3,5,11,1,-0.1580405817875182
2,9,6,11,-0.1580746028957755
4,5,10,3,-0.158307227286959
2,11,10,11,-0.15858878402183277
2,5,4,10,-0.15928295333919598
4,6,7,6,-0.15941725667102488
4,2,7,2,-0.15969466280302003
6,3,11,4,-0.16078829477777323
6,3,9,1,-0.16115918433333906
9,3,10,4,-0.16121696096108232
4,4,8,0,-0.16173048401996865
5,0,10,2,-0.16241232751250317
8,6,8,7,-0.16246109561151206
0,10,7,11,-0.1625798506223192
3,1,10,0,-0.1625828094538808
4,2,8,11,-0.16303761326334631
1,4,11,10,-0.16340617374756883
1,0,10,2,-0.16398911525883333
5,7,7,3,-0.16425034611812234
5,8,6,9,-0.1643472898228188
2,6,10,11,-0.16445803353069047
2,8,11,6,-0.16447582298076838
7,5,9,0,-0.16468480010950381
5,0,5,6,-0.16482604964189057
1,1,4,6,-0.1648913362211386
0,3,1,0,-0.16492539601759093
4,8,7,0,-0.16512363235291624
2,9,5,0,-0.16516245635855986
7,2,11,5,-0.16542453856814415
2,1,7,1,-0.165470700472494
2,5,5,8,-0.1654750087824057
0,7,10,5,-0.16555194687297733
2,1,5,8,-0.16580050339809932
3,11,9,11,-0.16597372405475164
4,3,9,1,-0.16603265356571872
3,3,10,11,-0.16615567350575006
4,7,7,11,-0.16626635020758712
4,7,10,5,-0.16644374144637603
4,5,8,3,-0.16652024701374282
1,0,6,11,-0.16729031197481814
1,5,9,1,-0.16754147400132008
4,4,4,5,-0.16775198763115184
3,2,11,10,-0.1678325599653251
9,1,11,0,-0.16807332711252093
3,9,6,6,-0.16831912796932233
8,3,10,0,-0.16896765221714122
7,2,9,5,-0.16923641431796585
10,0,10,6,-0.16927489023721076
3,1,3,10,-0.169541765095161
2,5,9,3,-0.16957359961893217
3,4,6,8,-0.16968604606379148
1,0,5,1,-0.1698278108983143
7,11,8,11,-0.1698722568944528
5,0,6,11,-0.169898689818029
2,5,11,10,-0.17008109111811023
3,10,7,6,-0.17067163979786854
2,11,9,11,-0.17067950848818472
7,3,10,3,-0.17088725318213793
0,7,2,6,-0.17101176727679415
7,9,11,1,-0.1711037774083377
3,11,11,6,-0.17111541638022162
7,7,8,7,-0.17113718636179298
4,5,10,11,-0.17131976589103684
6,1,11,7,-0.17139298170120715
1,8,2,0,-0.17141314141629246
1,10,7,3,-0.17161654904753434
5,0,8,0,-0.17173417231611812
1,4,9,6,-0.17241223387493665
0,7,1,1,-0.17277103822429601
3,2,10,3,-0.17289130945455464
5,0,9,1,-0.17301702028375493
4,0,7,5,-0.17304173598245187
1,2,9,4,-0.17313115847576627
6,5,11,7,-0.1733476490648006
0,6,4,7,-0.17443027019734478
9,0,9,2,-0.17452837172940075
3,10,9,0,-0.1749482356260573
0,0,8,3,-0.17516897597335274
0,6,10,0,-0.17533736374957878
10,5,11,3,-0.17538423549913268
1,2,3,10,-0.17541094466141538
1,4,7,11,-0.1754113497298028
0,0,0,4,-0.17548630162615023
1,1,4,8,-0.17549039550933374
3,5,9,8,-0.17552265517184978
4,6,10,5,-0.17568514618157344
4,1,4,5,-0.17574636774849642
7,0,11,3,-0.17595899448845348
5,11,10,5,-0.1764060784865132
4,7,10,3,-0.17702147892653888
7,2,10,11,-0.1773832619681876
9,2,9,7,-0.178268612445599
4,7,6,6,-0.1785814185536854
4,5,6,11,-0.17923745267686464
1,0,10,7,-0.1796124125837061
0,5,7,5,-0.17973682366760618
6,2,8,7,-0.1797886014861417
8,9,9,2,-0.17989449240951527
2,3,10,0,-0.18008053166181973
4,6,9,10,-0.18050751173896143
1,0,5,4,-0.18060877838097422
0,4,11,1,-0.18073257202005436
5,1,6,9,-0.18119721366878364
9,10,9,11,-0.18133289336954592
4,5,7,4,-0.18139334438471535
10,6,11,4,-0.18203876992354193
1,6,3,8,-0.18227286892118527
2,11,3,5,-0.1828567525624834
3,5,11,3,-0.18371434787678478
1,9,9,4,-0.1841115163713632
1,0,7,7,-0.18428251627964196
2,1,7,11,-0.18452552874301886
4,5,6,1,-0.18517845538978234
4,6,4,7,-0.18524788651118898
7,8,11,1,-0.1852960070369405
5,0,10,3,-0.1855894833947731
8,2,8,7,-0.18663970334640806
6,8,7,2,-0.18772768094485293
8,11,11,1,-0.18815542098328097
1,6,3,1,-0.18891853504084585
9,4,11,0,-0.18917932151859057
4,1,8,7,-0.18931782529711705
0,5,2,6,-0.18988996749898834
3,5,4,8,-0.1900014940884504
6,9,9,11,-0.19024390279119444
4,5,10,7,-0.19029819836515252
4,9,9,1,-0.1911130561852039
7,7,9,5,-0.19258216475001025
7,3,8,1,-0.19280881112493933
11,4,11,10,-0.1928200579352995
0,3,8,7,-0.19303474363437345
4,7,11,7,-0.19396542361091593
1,2,5,7,-0.19416091657319706
5,10,9,1,-0.19498474427515747
7,2,11,4,-0.19607470921365616
7,11,11,0,-0.1963954583611381
2,10,11,7,-0.1964882742816692
3,10,6,8,-0.19828764158496343
4,7,8,6,-0.19883689462104184
2,1,2,9,-0.19895013848921733
8,11,10,5,-0.19921195515084789
5,0,5,3,-0.19951777865016868
3,1,9,3,-0.19978256720855703
5,0,10,7,-0.2000734710728336
3,9,10,5,-0.20030050227729176
5,3,6,9,-0.2003835696416986
1,4,7,5,-0.2004241591452564
3,1,8,1,-0.20058075144846058
3,1,4,10,-0.2015014342560326
3,10,7,2,-0.20281995776581174
0,0,5,6,-0.20319734576130685
4,6,6,5,-0.20327162687922168
3,2,10,5,-0.20349448318198696
3,5,5,9,-0.20372305078403669
5,6,7,6,-0.2040994659984874
4,6,7,5,-0.2041252243104908
5,0,6,2,-0.20464720861127958
5,0,5,1,-0.20480385681245733
4,8,8,0,-0.2059540033347732
7,1,8,11,-0.20598328493796159
1,1,10,9,-0.20635224186899828
4,4,9,5,-0.20675148908655364
7,6,11,4,-0.20730056432499508
3,10,10,6,-0.20750626485889956
1,0,1,10,-0.20807560103620912
6,9,10,3,-0.20816858014068543
0,6,3,9,-0.2084550006086803
4,7,11,10,-0.20895602354082823
3,6,9,1,-0.20959024825893124
4,0,11,6,-0.2100611774371582
3,11,4,4,-0.21020740293476411
3,9,7,7,-0.21032770748921684
3,11,9,3,-0.21087598318156348
2,0,6,3,-0.21131552506747503
7,6,9,5,-0.21146076778092845
2,5,7,11,-0.21163035317433387
8,7,9,6,-0.2116782064966853
8,7,10,11,-0.21207835971767272
8,7,10,7,-0.212447942735676
4,5,5,1,-0.21247420171023038
0,4,1,0,-0.2124901301715149
5,11,9,2,-0.21293328551927027
10,8,10,11,-0.212971648013356
5,6,9,5,-0.2138051779059012
1,9,10,5,-0.21385698531356406
3,5,9,4,-0.21454647831796678
4,5,9,2,-0.2146549037108699
0,0,8,1,-0.21469421129132857
7,0,11,10,-0.2147321873309275
3,9,10,7,-0.2149228906200296
4,6,10,6,-0.21498353162413805
0,0,0,6,-0.21500704399406262
1,11,9,1,-0.21503391393411758
9,0,11,6,-0.21517448904099126
1,6,6,8,-0.21535683420859847
9,10,11,0,-0.21548822025897937
1,0,7,9,-0.21553296365330157
7,3,9,2,-0.21553556529732476
2,6,8,0,-0.21590698502213293
7,0,10,8,-0.21615791332442816
4,7,9,11,-0.21655192444032523
6,1,6,9,-0.2169819625550403
9,11,10,0,-0.21705296921788916
6,8,8,7,-0.217762939006361
7,6,9,2,-0.2178672600418812
6,7,11,6,-0.21813649047039865
3,7,6,9,-0.2181631185223457
1,3,11,7,-0.2183774262641937
2,5,7,6,-0.21839227946850448
3,4,6,0,-0.21871627653263587
3,1,11,3,-0.2188305977822665
8,11,10,11,-0.21895227817147309
6,0,9,1,-0.21919497116762776
7,0,9,10,-0.2194447611600249
3,11,10,3,-0.21955938722881
1,10,11,1,-0.21979541339174755
2,9,9,2,-0.21980104594041422
4,7,10,7,-0.22065854609944432
1,9,9,10,-0.22076138808434434
7,2,10,9,-0.2207666081134575
2,9,3,6,-0.22082089594778348
4,10,6,9,-0.22098400326122772
3,2,4,4,-0.22106817437468265
9,5,11,0,-0.22114176389759346
4,2,11,0,-0.22142821320532266
1,0,5,2,-0.22154351803419606
5,0,7,3,-0.2222742093512184
1,0,2,3,-0.2224268059140725
4,3,4,8,-0.22257874931481803
5,4,10,0,-0.22271571465904422
7,2,7,4,-0.2229336886851827
5,0,8,3,-0.22334299293644908
4,4,10,0,-0.22336162897186052
6,9,10,11,-0.2239221330755622
2,8,3,5,-0.22400123312874615
0,0,7,10,-0.22428601428797668
4,2,7,0,-0.2244118018602166
7,4,8,7,-0.2244907740416209
2,8,8,0,-0.22505018955255662
3,9,11,5,-0.22518017331686183
10,11,11,7,-0.22580672425244144
3,0,6,9,-0.22585634605066746
0,4,10,0,-0.22592881869013898
2,6,7,0,-0.22604552511318987
3,2,4,8,-0.22690143685302042
6,9,9,6,-0.22709283958489548
0,0,9,1,-0.22728010363170126
9,10,10,6,-0.22743815208914464
2,1,7,4,-0.227805971263219
4,1,5,0,-0.22787632687515882
3,9,5,1,-0.22794721929339135
2,6,3,1,-0.22819881026201508
2,4,9,1,-0.22828069567368067
8,11,11,10,-0.22903298642436773
3,5,11,4,-0.22949929643287917
10,5,11,4,-0.22974106437501018
9,5,10,5,-0.2302614688602044
5,3,10,0,-0.23094085116228963
3,9,9,1,-0.23103624338928552
7,2,8,10,-0.23130594916327135
1,0,10,5,-0.23197811462267584
1,7,10,11,-0.23238818844597492
3,10,6,0,-0.23251735117009384
1,9,4,4,-0.23253770161640308
2,3,9,5,-0.23269119363499813
1,0,5,8,-0.2329521268314414
4,7,6,3,-0.23296098233747403
2,9,9,10,-0.23314219658988156
2,10,4,6,-0.23332982506360686
3,3,7,5,-0.23354982421234236
1,5,1,6,-0.23355176602947877
4,7,8,2,-0.23439750262070636
2,9,6,6,-0.23482496817161813
0,0,10,2,-0.23655667625192642
3,9,9,6,-0.2365622746665482
1,6,8,4,-0.23674549812184273
2,9,5,7,-0.2370217652859153
3,9,6,1,-0.23767974402034092
10,3,10,6,-0.23800438037315935
2,0,4,6,-0.23855014564802643
3,1,4,4,-0.23899226517414107
0,0,11,6,-0.23920643218568652
2,9,4,6,-0.23929859364832154
7,2,9,1,-0.23960246237695085
6,9,8,6,-0.23997082330268826
1,0,7,10,-0.24041730584202903
8,1,10,6,-0.2404315851574414
6,8,10,0,-0.24101307828765992
0,0,7,9,-0.2411104170890806
5,4,9,5,-0.24155722891645068
5,8,9,0,-0.2418486903956957
1,8,7,5,-0.2419258878744737
4,7,9,6,-0.24212831570896767
6,1,11,1,-0.2423564232766164
0,7,9,0,-0.2425993959721875
1,0,8,1,-0.2434310114848989
5,0,7,8,-0.24372601494728688
1,10,10,0,-0.24383219792729605
9,2,11,0,-0.2439141819835153
0,6,9,5,-0.24468970732378004
0,3,6,9,-0.24475536582315374
0,0,6,11,-0.24538755219591818
4,5,5,6,-0.2463870050467969
8,7,11,6,-0.2469766767259448
2,11,3,4,-0.24703694658210054
6,9,10,7,-0.2473973348215714
1,9,4,8,-0.24767807604175401
2,11,7,2,-0.24801726622137646
3,7,5,0,-0.24825518229346352
1,10,11,7,-0.24903930205994124
3,9,4,10,-0.24910242473113803
4,4,7,2,-0.24982929975593934
7,0,8,1,-0.25025932033142834
5,0,5,4,-0.2502773103298508
3,1,11,1,-0.2505000565592187
1,1,11,1,-0.2505812103610277
0,4,5,0,-0.2507384310405571
0,0,8,6,-0.25079284603153246
7,5,9,2,-0.2509114725840222
0,0,7,7,-0.25159717080510463
3,1,10,3,-0.25178478358055967
7,0,10,3,-0.251795262941241
1,0,9,1,-0.2528778280781
6,2,11,1,-0.2529506236381311
11,1,11,5,-0.2532642370427749
7,5,8,11,-0.25331327147659083
4,7,4,8,-0.25386695057810454
2,10,11,6,-0.254297177434042
4,8,10,6,-0.2544111663905454
10,6,11,3,-0.25450571223885227
1,6,5,0,-0.25473326245405065
3,7,10,0,-0.2548934054266566
4,4,10,6,-0.2555439783389199
10,0,10,5,-0.2556181133982465
2,1,10,11,-0.2560451713748008
5,2,8,7,-0.2567294503831869
1,9,10,3,-0.2567972725789603
0,7,9,9,-0.2568304484607489
3,9,10,3,-0.25703410962914564
10,6,11,10,-0.2571799039346011
5,11,8,11,-0.25761028997344787
0,0,5,3,-0.25787257193837815
3,0,4,6,-0.25793063468398064
3,10,8,11,-0.2582375984231201
2,9,2,11,-0.25884061850352835
2,1,10,5,-0.25938337095163244
2,5,9,7,-0.2599206405029291
5,4,11,3,-0.2605451483235838
3,1,4,8,-0.2609241333881224
0,0,5,8,-0.26117034652050036
5,0,11,0,-0.26127103129502816
1,0,6,1,-0.26166620142132296
8,7,11,5,-0.2620342632326878
5,7,10,6,-0.2620759614273939
4,10,9,5,-0.2627697388804228
1,9,6,8,-0.26280836566184596
2,8,6,8,-0.2628839486869774
8,11,11,6,-0.2632167673633974
8,3,9,5,-0.26323608794381315
5,2,6,9,-0.26331129224667105
4,2,10,6,-0.2633341562099586
0,0,3,7,-0.2633767300138536
0,3,5,0,-0.263502974876212
0,7,3,3,-0.2638458129947096
2,1,7,6,-0.26451487213780833
4,7,7,7,-0.2648139128554734
6,9,7,7,-0.26525975274594765
8,1,11,4,-0.26657046359336317
9,5,10,6,-0.26768471493481255
7,1,10,0,-0.268824613154062
4,5,8,2,-0.2691281578024555
4,3,6,8,-0.26970350410790667
4,4,11,3,-0.27031611036861425
3,0,9,5,-0.27128617460230775
3,0,8,11,-0.2720370551517279
5,6,10,0,-0.2720484567613246
0,0,5,4,-0.2729030497597207
0,7,3,5,-0.27387204424459355
5,1,10,0,-0.2739720439912879
9,1,9,5,-0.2744133780062911
10,0,10,2,-0.274590548809527
5,0,8,6,-0.2747507722558084
7,0,9,4,-0.27534571769295635
0,7,6,4,-0.27566308763672936
10,9,10,11,-0.2757612663362156
3,10,7,0,-0.2760928651041785
2,3,6,9,-0.276323305242378
3,0,9,0,-0.2763392358459457
6,9,11,5,-0.27641298019154364
0,7,8,11,-0.2765819951991502
3,0,4,0,-0.2769394106502814
4,1,4,7,-0.2775890430078913
7,7,10,0,-0.27784135085284745
1,2,2,1,-0.27826055585780035
1,0,10,11,-0.2792257872408247
0,7,7,2,-0.2792752777737322
3,1,9,4,-0.27942808216480974
0,0,4,10,-0.2802754032795823
4,5,4,8,-0.2807233407852619
4,8,7,2,-0.2809846526616587
9,1,11,1,-0.2811792067344444
9,0,11,10,-0.2813583655491572
5,0,7,7,-0.28156074294780903
2,1,6,0,-0.2818297211836088
9,0,10,2,-0.2822966140413309
0,6,11,3,-0.2823402078636228
6,2,9,0,-0.2824141503741846
5,4,9,0,-0.28305598776628826
3,9,6,11,-0.28425430204967866
7,7,11,3,-0.28439185478923756
3,9,8,2,-0.2847081623624616
6,7,11,10,-0.2858424521903126
0,0,1,10,-0.28593999462986613
4,10,10,0,-0.2862269154118927
5,3,9,5,-0.28642149788066035
1,0,10,3,-0.28735286394938614
2,1,8,11,-0.29005048175173404
5,8,10,0,-0.2901743641457398
8,7,9,1,-0.29020268497194923
7,2,10,3,-0.29215919701656656
10,6,10,9,-0.2925700619471182
0,0,9,11,-0.2927344010021929
2,1,9,7,-0.2936128691557846
5,5,7,2,-0.2941542098518883
4,8,6,9,-0.29436348919752336
4,6,10,11,-0.2944683056594875
7,2,11,10,-0.29447340831677676
1,10,9,0,-0.29461495332910304
1,10,4,0,-0.29487185395164545
1,0,5,6,-0.2951391297635114
0,0,7,1,-0.29617059265642837
0,0,4,4,-0.2963833706636132
3,9,10,11,-0.2965135378983976
5,1,9,5,-0.2971907495751743
7,1,11,3,-0.29804983029528415
7,0,11,6,-0.298543750195392
1,0,11,5,-0.2990044235098777
5,2,10,0,-0.3002319546122741
3,9,7,4,-0.30064283163349687
5,0,10,6,-0.3017873249885595
7,10,10,0,-0.30194255989076046
4,6,9,3,-0.3019704159862699
4,7,6,11,-0.30233806184203393
0,0,7,4,-0.3027309797618995
10,6,11,1,-0.30347656304714177
7,10,9,0,-0.30369714389014335
0,4,9,5,-0.304005933837446
0,0,6,1,-0.30471771165669703
2,11,10,6,-0.3047628152332034
2,3,11,3,-0.30625744049396747
0,0,4,1,-0.30627342299162913
1,10,2,10,-0.3063300765148638
1,8,2,9,-0.3064488215400862
6,9,9,1,-0.3065356196338454
10,6,11,6,-0.30679040692518345
0,0,6,2,-0.3091187962462541
11,6,11,11,-0.30993471801566297
0,0,8,2,-0.310493225662017
5,0,6,1,-0.31348394254712825
7,4,9,0,-0.31383436232722656
