lesion_sensitivity,patching_restoration
0.05179282868525903,0.0
0.036386144210549975,0.0
0.010646554765470051,0.0
0.03401785714285721,0.0
0.023835556527443624,0.0
0.027290035963613235,0.0
0.10446428571428568,0.0
0.013962264150943149,0.0
0.0076639227930740406,0.0
0.0,0.0
0.273076923076923,0.0
0.05918030433534316,0.0
0.08958837772397099,0.0
0.0,0.0
0.08343914384182838,0.0
0.0,0.0
0.0,0.0
0.047282368537340025,0.0
0.007543068662369645,0.0
0.06639151782537522,0.0
0.0,0.0
0.0,0.0
0.0073800738007380184,0.0
0.014285714285714235,0.0
0.030119541460368437,0.0
0.0,0.0
0.12750000000000006,0.0
0.0,0.0
0.03335217637083099,0.0
0.1185975609756098,0.0
0.03723849372384924,0.0
0.031295700497221635,0.0
0.0,0.0
0.24112426035502954,0.0
0.08699397071490078,0.0
0.07314836046778261,0.0
0.2682926829268293,0.0
0.014580369843527619,0.0
0.04018445322793163,0.0
0.0,0.0
0.03990442054958199,0.0
0.007543068662369645,0.0
0.05167173252279644,0.0
0.07692307692307676,0.0
0.14606481481481493,0.0
0.10673624288425043,0.0
0.027777777777777568,0.0
0.022030803429660017,0.0
0.019537067420551835,0.0
0.2569951338199513,0.0
0.05587621269802279,0.0
0.04358879541462524,0.0
0.12564432989690721,0.0
0.1352941176470588,0.0
0.042220936957779176,0.0
0.028216164514586417,0.0
0.40135746606334843,0.0
0.3056597482704009,0.0
0.39969457170623357,0.0
0.8026315789473685,0.0
0.0,0.0
0.04018445322793163,0.0
0.0,0.02423303159451939
0.036456031816173184,0.0
0.0,0.0
0.11537308960143833,0.0
0.0,0.0
0.2153846153846154,0.0
0.0957983193277312,0.0
