rank_index,Query_mean,Query_std,Key_mean,Key_std,Value_mean,Value_std,Attn_Output_mean,Attn_Output_std,FFN_Inter_mean,FFN_Inter_std,FFN_Output_mean,FFN_Output_std
180,0.28150913,0.04530272,0.2539647,0.03152722,0.43769455,0.061496343,0.43167877,0.06682369,0.2067099,0.020877803,0.300255,0.05374625
181,0.2807664,0.045288794,0.25298727,0.031314373,0.4367243,0.061630398,0.43076134,0.066680536,0.20634162,0.02083348,0.29987028,0.053767227
182,0.27994356,0.045155384,0.2523123,0.03128586,0.4352938,0.061125506,0.42991912,0.06636134,0.20604469,0.020813951,0.29943785,0.053755272
183,0.2791207,0.045181002,0.25174013,0.031067295,0.43402815,0.061194,0.4290057,0.0662782,0.2056719,0.020812677,0.29900005,0.0535852
184,0.27825665,0.04498547,0.25076124,0.031174764,0.43308064,0.06119365,0.4276527,0.066473715,0.20538038,0.020872338,0.2985696,0.05352522
185,0.27732685,0.04487886,0.25026324,0.03122424,0.43183574,0.06102292,0.42661783,0.06653761,0.20503558,0.020839825,0.29809397,0.05330014
186,0.2765024,0.044804346,0.24937439,0.031089634,0.43056956,0.0612319,0.42536756,0.066553935,0.20477395,0.020727836,0.2977275,0.053295095
187,0.2757041,0.044533532,0.24876964,0.030972857,0.4294387,0.06113782,0.4245927,0.06673478,0.20443822,0.020709356,0.29712328,0.053244695
188,0.27501804,0.044475075,0.24795598,0.030990195,0.42836717,0.061048627,0.423581,0.066499665,0.20414113,0.020661961,0.29672208,0.053153615
189,0.27397504,0.044164028,0.24727213,0.030869331,0.42720965,0.060917363,0.4224783,0.066604115,0.20380165,0.020699104,0.29636076,0.05313843
190,0.27313575,0.04398323,0.24644311,0.030892346,0.42621955,0.060696293,0.4213629,0.06644823,0.20345938,0.020605573,0.29597083,0.053067867
191,0.2723064,0.043897413,0.24576358,0.030760588,0.4250429,0.060863383,0.42049125,0.06666393,0.20316459,0.020584969,0.29543018,0.05295278
192,0.27182457,0.043863125,0.24508952,0.030652503,0.42413613,0.060551014,0.41942188,0.066354156,0.20289288,0.020565571,0.29511377,0.052853636
193,0.27089426,0.04355127,0.24443676,0.030683432,0.4230133,0.060654186,0.41864124,0.06623674,0.20260274,0.020516114,0.2947245,0.052867986
194,0.2701805,0.043511517,0.2434663,0.03040818,0.42188826,0.060468044,0.41775998,0.06631205,0.2022863,0.020453546,0.29428086,0.05277408
195,0.26933217,0.043294013,0.24292909,0.030532757,0.42072177,0.060640346,0.41670027,0.06619694,0.20197952,0.02040135,0.29390636,0.052727077
196,0.26873234,0.043246765,0.24224241,0.030490601,0.4191499,0.060195353,0.4155486,0.066394895,0.20165749,0.020407528,0.2934013,0.05269727
197,0.26784977,0.043080878,0.24131913,0.030543962,0.4181831,0.060080532,0.41471717,0.06629093,0.20139259,0.020420281,0.29298154,0.05261186
198,0.26701167,0.04290036,0.2406581,0.030418305,0.41724512,0.059908025,0.4136592,0.066456445,0.20115428,0.020379674,0.29259762,0.05254285
199,0.2664962,0.04288577,0.23999529,0.030453317,0.41585398,0.060110606,0.41225824,0.06606099,0.20088582,0.0203378,0.29222906,0.052527472
200,0.26546723,0.04264848,0.2392814,0.030488923,0.41478053,0.060249887,0.4114207,0.06630327,0.20050204,0.02028443,0.29162917,0.052294604
201,0.26457796,0.042568747,0.23852293,0.030462189,0.41342446,0.060185462,0.41060993,0.066132315,0.20021087,0.020290583,0.2912832,0.05228266
202,0.26368263,0.04239986,0.23766422,0.030384084,0.41242006,0.059949256,0.4095079,0.06590808,0.19996303,0.020296779,0.29087612,0.05226781
203,0.26311478,0.042257912,0.23706312,0.030198427,0.41101578,0.059789892,0.40840384,0.06603304,0.19961971,0.020246295,0.290599,0.052140333
204,0.26239395,0.042234663,0.23646146,0.03001345,0.41015276,0.05996791,0.40722597,0.06604107,0.1993053,0.020164788,0.29006866,0.05205237
205,0.26153272,0.042126823,0.23572224,0.02993521,0.4093128,0.05991416,0.4065679,0.06602763,0.19902879,0.020106561,0.2896497,0.052002516
206,0.2607473,0.042042203,0.23495072,0.029915428,0.408365,0.0595791,0.40566066,0.06590803,0.19871067,0.020110954,0.28916278,0.051906623
207,0.2601273,0.041834947,0.23436214,0.02963129,0.40710208,0.059739556,0.40472686,0.0658209,0.19851096,0.020142432,0.2887502,0.051795408
208,0.2592105,0.041804228,0.23374714,0.029701086,0.40614024,0.059727658,0.4038407,0.06581883,0.19828607,0.020085115,0.28839758,0.05173833
209,0.25846434,0.041568067,0.23321414,0.029685417,0.4050522,0.059785478,0.40287578,0.06562803,0.19801295,0.019997386,0.28805533,0.05171955
210,0.25768507,0.041636124,0.23256694,0.029721653,0.40377125,0.05966953,0.40193772,0.06559404,0.1977442,0.020034825,0.28761837,0.05159444
211,0.25695288,0.04145995,0.23179443,0.029690314,0.40267086,0.059280075,0.40111688,0.065637104,0.19744147,0.01995075,0.2872772,0.051508818
212,0.25620204,0.041395664,0.23108721,0.029596016,0.4014661,0.05948325,0.40006527,0.06573262,0.19715722,0.019922145,0.28675696,0.05145652
213,0.25548673,0.041324463,0.23033969,0.029546738,0.4005505,0.059354678,0.39876613,0.065474324,0.1968414,0.0199026,0.28634587,0.051372413
214,0.25469825,0.041182607,0.22946072,0.029302789,0.39936617,0.05915993,0.39766172,0.06558969,0.19657834,0.019953102,0.2860221,0.051295836
215,0.2541329,0.041228097,0.228832,0.029181754,0.398335,0.05906513,0.39702734,0.0654668,0.19633181,0.019910682,0.2856856,0.051262565
216,0.25341675,0.04099658,0.22806339,0.029198837,0.3974948,0.05916059,0.39593253,0.06512053,0.1960783,0.019896902,0.285288,0.051292166
217,0.25249973,0.040924866,0.22739156,0.029100355,0.39638355,0.05896725,0.39519885,0.06539309,0.1957695,0.01992696,0.2848942,0.05118495
218,0.25192913,0.040737193,0.22674699,0.029083269,0.39532456,0.0590862,0.39394203,0.06550163,0.19550778,0.019895902,0.28442425,0.05103769
219,0.2510397,0.040471796,0.22613835,0.029017122,0.3941371,0.059184637,0.3930244,0.065434285,0.1952823,0.019836867,0.28404725,0.051014394
220,0.25025186,0.040422887,0.22554134,0.02888887,0.39326072,0.059115555,0.39193296,0.06530459,0.19488366,0.019778613,0.28369063,0.050976146
221,0.2497353,0.040304128,0.22478892,0.028637305,0.3920296,0.059189096,0.39099145,0.06537143,0.19462316,0.019800317,0.28327027,0.05073096
222,0.24887133,0.04026387,0.22414272,0.028637568,0.3910842,0.059008572,0.39015332,0.06521716,0.19446808,0.019755527,0.28282538,0.05067028
223,0.24811058,0.039979715,0.22341824,0.028453272,0.39001903,0.058748085,0.38925454,0.06544077,0.19414924,0.019722104,0.28231823,0.050689917
224,0.24740857,0.03985622,0.2228118,0.028350756,0.38906255,0.05874399,0.38830018,0.06515317,0.1938362,0.019669212,0.28193533,0.05052463
225,0.24679255,0.039851554,0.22213984,0.028249037,0.38808092,0.058661606,0.38769224,0.06500947,0.19359712,0.019706951,0.28152847,0.050508283
226,0.24598534,0.039615043,0.22147818,0.028237501,0.38681182,0.05855983,0.3868771,0.06517472,0.19330649,0.019691521,0.28106543,0.05043205
227,0.24509984,0.039572142,0.22076239,0.028072864,0.38588002,0.05858666,0.38596216,0.06487537,0.19298135,0.019641316,0.2807042,0.050286736
228,0.24433787,0.039576557,0.22028561,0.028012784,0.38499188,0.058364946,0.38488707,0.06494546,0.19280487,0.019629028,0.2803544,0.05018346
229,0.2435987,0.039479114,0.21965526,0.028062344,0.38382435,0.058246672,0.38379657,0.064652726,0.19253208,0.019575657,0.2800208,0.050212376
230,0.2429763,0.03924048,0.21910046,0.027884405,0.38286605,0.05813198,0.38294986,0.06470886,0.19230853,0.019607518,0.27961063,0.050180297
231,0.24215603,0.03903989,0.21824723,0.028137816,0.3820373,0.05819034,0.38194713,0.06469734,0.19197635,0.01947709,0.27921927,0.0500616
232,0.2415265,0.03894444,0.21754478,0.028134642,0.38102174,0.05806189,0.38111737,0.06438415,0.1917047,0.019501962,0.2788584,0.05006081
233,0.24066943,0.038717937,0.21702504,0.02802652,0.3801825,0.058210775,0.37995568,0.06422057,0.19144936,0.019507816,0.27862182,0.050001655
234,0.24006963,0.03872936,0.21633285,0.027998,0.37883174,0.0577499,0.37887415,0.06404884,0.19130315,0.019520953,0.27803922,0.04983441
235,0.23927927,0.038555395,0.21573971,0.02806522,0.3777027,0.057807036,0.3778559,0.06400384,0.19098626,0.019435659,0.27768266,0.049730763
236,0.23844779,0.038444556,0.21531266,0.028040132,0.3769594,0.057875376,0.3771011,0.06386863,0.19072342,0.019482818,0.27721176,0.04965184
237,0.23787133,0.038414698,0.21452291,0.027664686,0.37584212,0.0571251,0.37635407,0.06388487,0.1905214,0.019455861,0.2769325,0.04965254
238,0.23726398,0.038365155,0.21375294,0.027470702,0.37500808,0.057145223,0.3752922,0.063944586,0.19022559,0.01937485,0.27651867,0.049552485
239,0.23663856,0.038216196,0.21312474,0.027645128,0.37415305,0.0573461,0.3744668,0.06370401,0.18998359,0.019359533,0.2761995,0.049610104
240,0.2359107,0.03805487,0.21261732,0.027451053,0.37285826,0.05715808,0.3734399,0.06382944,0.1896503,0.019343885,0.27581146,0.049524155
241,0.23515896,0.037861932,0.21195455,0.027409105,0.3715868,0.057035487,0.372453,0.06370293,0.18938339,0.019360365,0.27553403,0.04953397
242,0.23433779,0.03779698,0.21130252,0.027535085,0.3704643,0.056951668,0.3716496,0.06357991,0.18917024,0.019313203,0.2750822,0.049325485
243,0.23367323,0.037677035,0.2107298,0.027395349,0.369747,0.056810014,0.370824,0.0635763,0.18888736,0.01932915,0.27466038,0.04912615
244,0.23289579,0.03753931,0.2102014,0.02739656,0.368685,0.05718749,0.36985072,0.06365241,0.18862016,0.019320041,0.27434504,0.049120612
245,0.23238613,0.03748282,0.2095335,0.02735509,0.36759636,0.05697338,0.36871764,0.06331791,0.18838613,0.019325675,0.2739559,0.049093377
246,0.23149991,0.037276544,0.20888163,0.027237443,0.3664702,0.05674242,0.36774766,0.06322672,0.18813288,0.019244052,0.27355817,0.049023833
247,0.23091136,0.03707713,0.20818467,0.027130885,0.3657216,0.056804903,0.36687303,0.0629875,0.1878864,0.019230694,0.2731065,0.048927266
248,0.23022157,0.03706752,0.20766349,0.026966568,0.36490068,0.056548346,0.36614013,0.06305578,0.18763882,0.019235976,0.27280274,0.048878875
249,0.22957091,0.03693632,0.20694079,0.026957,0.3639756,0.056514412,0.3652164,0.063125946,0.18732478,0.019151824,0.27239978,0.048809044
250,0.22890198,0.03688963,0.20630729,0.02704275,0.3628737,0.056236893,0.36408532,0.062843464,0.18711281,0.019191226,0.27208665,0.048737194
251,0.22830473,0.036916938,0.20586802,0.026914384,0.36204338,0.05634179,0.3632772,0.06278117,0.18687087,0.019170154,0.27181545,0.048703622
252,0.22765052,0.036749322,0.20514339,0.026809702,0.36090812,0.056109216,0.36219656,0.06279453,0.18655312,0.019091217,0.27138263,0.04851503
253,0.2269454,0.036609817,0.2045397,0.026876334,0.36005235,0.056122042,0.3614522,0.06272747,0.18630572,0.019059386,0.2710077,0.048595842
254,0.22619815,0.03633986,0.2038321,0.02673628,0.35884023,0.055914767,0.36042544,0.06291439,0.18607658,0.018972833,0.2706509,0.048467398
255,0.22567467,0.036279224,0.20336491,0.02668309,0.35794482,0.05598539,0.3597237,0.06272421,0.185804,0.01899954,0.27021602,0.048287384
256,0.22498755,0.03608875,0.20267262,0.026728695,0.3570001,0.05553598,0.35881183,0.06294325,0.18556327,0.01904052,0.26985985,0.048288606
257,0.22442609,0.036023624,0.20208435,0.02666801,0.35589138,0.055558413,0.35771444,0.0627144,0.18526208,0.019029964,0.26952603,0.048263185
258,0.22372317,0.036114402,0.20152159,0.026506731,0.35503578,0.05548893,0.3570762,0.06261917,0.18506825,0.019007912,0.26908615,0.04827536
259,0.22302955,0.03591647,0.20094521,0.026348794,0.35402274,0.05537299,0.35626647,0.06254849,0.18481255,0.01898217,0.26870024,0.04805268
260,0.22218187,0.03576842,0.20031089,0.026240684,0.35304883,0.055265136,0.35537302,0.06250181,0.1845504,0.018887231,0.2683579,0.04803014
261,0.22151108,0.035518974,0.19965054,0.026320677,0.35190555,0.055355873,0.35438552,0.062353227,0.18425447,0.018849434,0.2680079,0.047889896
262,0.22094537,0.035509102,0.19897926,0.026094716,0.35111848,0.055260923,0.35338998,0.062184602,0.18407327,0.018884543,0.2676578,0.04784569
263,0.22034276,0.035354562,0.19850405,0.026130134,0.35018134,0.055341847,0.35254243,0.061987106,0.18386753,0.018881403,0.26728013,0.047833253
264,0.21969996,0.035291843,0.1979415,0.026058925,0.3493186,0.054929007,0.3516858,0.062055483,0.18357517,0.018776134,0.26690108,0.047823876
265,0.21900384,0.035179835,0.19725855,0.025965182,0.348274,0.054762356,0.3507599,0.06212744,0.1833275,0.018677562,0.26653078,0.047759984
266,0.21821581,0.034936216,0.19669749,0.025954949,0.3473287,0.05480649,0.34990463,0.062015958,0.18310893,0.018694654,0.26621148,0.047732122
267,0.21764642,0.034884084,0.19606344,0.025903054,0.34645256,0.0545936,0.349301,0.061876662,0.18285048,0.018646114,0.26580667,0.047498293
268,0.21716277,0.03496174,0.19544326,0.025812497,0.34560868,0.054245654,0.34800696,0.061585993,0.1826169,0.018679198,0.26545957,0.04746346
269,0.21635641,0.034782335,0.19479461,0.025648165,0.34448537,0.054327086,0.3473256,0.06174253,0.18236375,0.01869506,0.26508802,0.047406163
270,0.2156965,0.034698118,0.19421352,0.02550897,0.34328887,0.054419633,0.34639955,0.061665673,0.18211193,0.018637784,0.2646406,0.0473178
271,0.21510313,0.034519892,0.19357942,0.025478026,0.3424168,0.054403283,0.34563717,0.061614733,0.18187235,0.018593812,0.2642584,0.047178403
272,0.21434057,0.03438482,0.19301055,0.025468808,0.34150553,0.053859938,0.34484372,0.06138838,0.18167013,0.018618759,0.26394632,0.04717276
273,0.21358,0.03421519,0.19254552,0.025441969,0.34047285,0.053830873,0.34403577,0.061376113,0.18143158,0.018569814,0.26367533,0.04717754
274,0.2128982,0.034072604,0.19199944,0.0254031,0.33960316,0.053819027,0.34295806,0.061266575,0.18119597,0.018520376,0.26333442,0.046970222
275,0.21233572,0.034099657,0.1913919,0.025309103,0.33846208,0.053655673,0.34191975,0.06094562,0.1809215,0.018537477,0.26295924,0.046883073
276,0.21173705,0.03394109,0.19083066,0.02525694,0.33760795,0.053396292,0.34101152,0.061075747,0.1807342,0.018430943,0.26255688,0.04675817
277,0.21102004,0.03378099,0.19030185,0.025271878,0.33672127,0.053328395,0.3402839,0.06084344,0.18045418,0.018423175,0.2622135,0.04675212
278,0.21040536,0.03369598,0.18974845,0.025239078,0.33574525,0.05328632,0.3393987,0.060670257,0.18025422,0.018387964,0.2617192,0.046687823
279,0.20978953,0.033769123,0.18924893,0.025138415,0.33493996,0.053152785,0.33861148,0.06050719,0.18001218,0.018411027,0.26145718,0.046566665
280,0.2090426,0.03362311,0.18860686,0.025048891,0.33384728,0.052825626,0.33771917,0.060579762,0.17974944,0.018349731,0.2611524,0.046594415
281,0.2085535,0.033520903,0.18811677,0.025115859,0.3330154,0.052856963,0.3366743,0.06058146,0.17951898,0.018380575,0.26072004,0.04646151
282,0.20783381,0.033469908,0.18758683,0.025058124,0.3320077,0.052878372,0.3358613,0.06069122,0.17924277,0.018273983,0.26041958,0.046370633
283,0.20711143,0.033297963,0.18699986,0.024945838,0.33122393,0.05261898,0.33503613,0.060482215,0.17900066,0.018292258,0.26009822,0.04639588
284,0.20657887,0.03318356,0.18635638,0.024873184,0.33015105,0.052405383,0.3343781,0.060325254,0.17880844,0.018285489,0.25973263,0.046321582
285,0.20611262,0.03303295,0.18569005,0.024814403,0.3292867,0.052193508,0.33345112,0.0601398,0.17849211,0.018297853,0.259348,0.046146445
286,0.20543836,0.032956507,0.18527646,0.02477723,0.3283498,0.051979396,0.33262193,0.060151648,0.1782909,0.018273631,0.25902995,0.04605856
287,0.20474988,0.032793853,0.18475813,0.024737574,0.32726294,0.052030154,0.3317819,0.059871633,0.17802222,0.01829367,0.25864705,0.0460401
288,0.20412923,0.03273968,0.18430269,0.02465646,0.32653078,0.052075926,0.33080322,0.059537034,0.17781107,0.01827558,0.25834477,0.046055384
289,0.20339705,0.032604072,0.18376105,0.024606412,0.32576934,0.051919334,0.32976714,0.05958423,0.17755656,0.018209225,0.258032,0.04590558
290,0.20283836,0.032482415,0.18302345,0.024578946,0.32458612,0.051724736,0.32898045,0.059411637,0.17730862,0.018239107,0.25756443,0.04579067
291,0.20221393,0.032292627,0.18244708,0.024544759,0.32358456,0.051340465,0.327998,0.05951291,0.1770935,0.018229721,0.25727293,0.04579724
292,0.20166363,0.03218795,0.18196191,0.024454275,0.32264096,0.05133231,0.3274233,0.059601907,0.17688107,0.018133858,0.25688514,0.04571095
293,0.20102681,0.032021813,0.18135963,0.024427978,0.3215549,0.05112263,0.32658628,0.05960551,0.1766421,0.018074298,0.2565065,0.04561022
294,0.20057613,0.03221774,0.18080026,0.024303554,0.3207874,0.051011838,0.32569668,0.059515074,0.17643718,0.018042881,0.2560821,0.04552778
295,0.19989951,0.032119602,0.18028422,0.02415266,0.32008606,0.050908513,0.32483962,0.05927592,0.17615621,0.018102048,0.25580382,0.04551146
296,0.19931448,0.032008383,0.1797358,0.02416807,0.31919372,0.050802276,0.3240196,0.05929458,0.17587537,0.018088099,0.25550145,0.045469943
297,0.19869266,0.031890593,0.17920142,0.02413099,0.3184012,0.050648294,0.3231051,0.058992557,0.17559482,0.018018844,0.25518334,0.045433458
298,0.19805531,0.03172729,0.17854239,0.023847014,0.31767067,0.050579607,0.32226315,0.059134956,0.17538017,0.017961496,0.25474933,0.04528066
299,0.19749315,0.031604934,0.17795111,0.023882147,0.3166636,0.05013243,0.32136735,0.05884715,0.17518343,0.018029956,0.25448376,0.045205742
300,0.19701684,0.03156683,0.1775347,0.023797091,0.3156538,0.050177537,0.3206244,0.05888962,0.17497198,0.01801302,0.2541983,0.045142666
301,0.19635491,0.031562556,0.17711307,0.023757761,0.3147865,0.050161343,0.31962904,0.05881197,0.1747167,0.017960772,0.25382897,0.045038555
302,0.19578004,0.03144155,0.17657924,0.023733972,0.31373897,0.049976826,0.3188312,0.058693234,0.17446552,0.01791736,0.2534947,0.04506179
303,0.19516127,0.031307623,0.17600243,0.0235199,0.3131065,0.050015956,0.3179928,0.05860251,0.17419678,0.017935835,0.25314805,0.045023553
304,0.19432242,0.03112154,0.17538726,0.023588954,0.3120752,0.049935088,0.31725308,0.058497436,0.17398174,0.017882176,0.25276932,0.044959728
305,0.19383556,0.0310858,0.17493226,0.023592494,0.3111385,0.049787138,0.3165326,0.05830272,0.17376836,0.017818836,0.25245503,0.04491208
306,0.19329067,0.030923242,0.17435472,0.023546599,0.31030825,0.049636945,0.31575516,0.058208406,0.17354418,0.017792864,0.25212693,0.044831805
307,0.19277091,0.030940587,0.17370898,0.023365436,0.3095106,0.049378075,0.31493738,0.058055785,0.17334552,0.01783446,0.25172254,0.044740196
308,0.1922046,0.03092334,0.17319198,0.023435907,0.30873463,0.049302205,0.31389242,0.057890277,0.17312877,0.017804999,0.2514033,0.044615343
309,0.1916235,0.030807745,0.17280598,0.02336642,0.3078969,0.04938675,0.31318763,0.057866465,0.17286187,0.017744098,0.2511364,0.044599432
310,0.19113468,0.030771682,0.17224658,0.023167143,0.30677107,0.04927446,0.3123006,0.05759141,0.17265129,0.017729362,0.25067526,0.044500023
311,0.1904382,0.030669784,0.17172246,0.023060136,0.30607316,0.049093273,0.31148988,0.057651818,0.17238508,0.017730927,0.25043094,0.044407982
312,0.18991987,0.03058783,0.17113213,0.023104956,0.30510566,0.0490095,0.3107219,0.057540696,0.17214577,0.017659696,0.2501243,0.044359133
313,0.18946098,0.030461086,0.17052408,0.022945948,0.3043808,0.04899508,0.30985823,0.057331823,0.17188664,0.01762624,0.24981606,0.04414267
314,0.18876433,0.030240491,0.17002566,0.02301329,0.30349603,0.0486226,0.3088663,0.057246238,0.17171331,0.017614918,0.2495652,0.044117194
315,0.1882789,0.03022548,0.16945429,0.022773838,0.30251107,0.04847667,0.30784366,0.057277016,0.17145978,0.017627316,0.24925177,0.044049583
316,0.18761717,0.030064005,0.1688863,0.022750465,0.3015074,0.048454408,0.30705,0.05721704,0.17119509,0.017593885,0.24882899,0.044064917
317,0.18705095,0.029945547,0.16848905,0.02288696,0.3006891,0.048406914,0.30627096,0.05714346,0.17098843,0.017632117,0.24854712,0.043998305
318,0.18638664,0.029942831,0.1680361,0.022697274,0.2996912,0.04806114,0.30557057,0.057210423,0.17078944,0.017554432,0.2482339,0.04392192
319,0.18573886,0.029799804,0.16743523,0.022807999,0.29899892,0.047996417,0.30469915,0.057142854,0.17056131,0.01753302,0.24791908,0.04379019
320,0.18520118,0.029710284,0.1669187,0.022744635,0.29817393,0.047558222,0.30388018,0.056985024,0.17031117,0.017475875,0.24754797,0.043698706
321,0.18458761,0.029697996,0.16644816,0.022699123,0.29717335,0.047568914,0.30293944,0.05683287,0.17010485,0.017501576,0.24717034,0.043767318
322,0.1841159,0.02954969,0.16598517,0.022615539,0.29632854,0.04754201,0.30208918,0.056562427,0.16986676,0.017497368,0.24684934,0.04370031
323,0.18341394,0.029453337,0.1654769,0.022537347,0.29525122,0.04734735,0.3010138,0.056416158,0.16972359,0.017494826,0.24651189,0.043639075
324,0.18289666,0.029375013,0.16495524,0.02255257,0.29440144,0.047107477,0.30029896,0.056439653,0.16947703,0.01741596,0.24617077,0.043610062
325,0.18225694,0.029230744,0.1643414,0.02255021,0.2934382,0.047203336,0.29935807,0.056390055,0.16923045,0.017469684,0.24575244,0.04351022
326,0.18177873,0.029160626,0.16367896,0.022506692,0.29266918,0.047003537,0.29858503,0.056284416,0.16899182,0.017447691,0.24546127,0.043442942
327,0.18117405,0.029023202,0.16328734,0.022416124,0.29178128,0.046894718,0.29791754,0.056153305,0.16876759,0.017413316,0.2451967,0.04339852
328,0.18057044,0.028835602,0.16276123,0.022299882,0.2910082,0.04694102,0.29691407,0.056127045,0.16848998,0.017389776,0.2447995,0.04331467
329,0.17991762,0.028898804,0.1623068,0.02220292,0.29011074,0.046730272,0.29602918,0.055916287,0.16829294,0.017322749,0.24449565,0.043315966
330,0.17931865,0.028752286,0.16179894,0.022066357,0.28925458,0.04664269,0.29522058,0.055599123,0.16804332,0.017296074,0.24412973,0.04316508
331,0.17880696,0.028658098,0.16134751,0.022202669,0.28826937,0.04628507,0.29439077,0.055765502,0.16784191,0.017324151,0.24385951,0.043130055
332,0.17812307,0.0284468,0.16084708,0.02202443,0.2875329,0.046375174,0.29372755,0.055625025,0.16764425,0.017316464,0.24349467,0.043013398
333,0.17763065,0.028433776,0.16022806,0.021978198,0.28672916,0.046239655,0.29273334,0.05538616,0.16744916,0.017298443,0.24321985,0.042948663
334,0.17716675,0.028450035,0.15970607,0.021946894,0.28609863,0.04618561,0.29191118,0.05507983,0.16720016,0.01724999,0.24287905,0.042820077
335,0.17652328,0.0283617,0.1592629,0.021831445,0.2848095,0.04574345,0.29132143,0.054833926,0.1670181,0.01721537,0.24248053,0.0427634
336,0.17587747,0.028143063,0.15871757,0.021772532,0.28410938,0.04557476,0.29039022,0.0551001,0.16678055,0.017156322,0.24222483,0.042693913
337,0.17530753,0.028078727,0.1583324,0.021723595,0.28351858,0.045624457,0.28940827,0.054852366,0.16657062,0.01710849,0.24186242,0.04258735
338,0.17484295,0.028097892,0.15778382,0.021684224,0.28264317,0.04532784,0.2885363,0.054508504,0.16636397,0.017081989,0.24161543,0.042552453
339,0.17433351,0.027987123,0.15726952,0.02168997,0.2815822,0.04550001,0.28779545,0.054442257,0.16613574,0.017008068,0.24125463,0.042543404
340,0.17371947,0.02784467,0.15662564,0.021610096,0.28073534,0.04520688,0.28707358,0.054287642,0.16590755,0.016961964,0.24091886,0.042357307
341,0.17324318,0.027685368,0.15614516,0.021492667,0.27991557,0.044993483,0.28609768,0.05413422,0.16563326,0.017021742,0.24055898,0.042267542
342,0.17271137,0.027692715,0.15568997,0.021467742,0.27895215,0.04480334,0.2852877,0.054031912,0.16544192,0.017062912,0.24024515,0.04217142
343,0.17217804,0.027687836,0.15526639,0.021447698,0.27813488,0.0447577,0.2845041,0.053841703,0.16521175,0.01706414,0.23997074,0.04218722
344,0.17163754,0.027558273,0.15474625,0.021365412,0.27739206,0.044590894,0.28377226,0.05378092,0.1650463,0.017049674,0.23968865,0.042173866
345,0.17123188,0.027541818,0.15424126,0.02135827,0.27639416,0.044612177,0.2828363,0.053646065,0.16481438,0.017020006,0.23933981,0.042119328
346,0.17051584,0.02726784,0.15377079,0.021227429,0.27571478,0.044447813,0.2820321,0.053722728,0.16458316,0.016961168,0.2390153,0.042044923
347,0.16990614,0.027271537,0.15329526,0.02120603,0.2750591,0.04434921,0.28122082,0.05359571,0.16436772,0.016977433,0.23868553,0.042076334
348,0.16943522,0.027170615,0.15264188,0.021086467,0.27427366,0.044320025,0.28029445,0.05357579,0.16414674,0.016923232,0.23838305,0.041969143
349,0.16889824,0.027206797,0.15210816,0.02109264,0.2733821,0.044310924,0.27944008,0.053374164,0.16394429,0.016937947,0.23800014,0.04182636
350,0.16836365,0.027158655,0.15164936,0.020929666,0.27237484,0.044483278,0.27862582,0.053107627,0.1637298,0.016873896,0.23774582,0.041820653
351,0.16773047,0.0270591,0.15124203,0.020970615,0.27150047,0.043990865,0.2778941,0.053047795,0.16347025,0.016818486,0.23740882,0.041646063
352,0.1672529,0.026911115,0.15073588,0.020821957,0.2706202,0.04362462,0.27697834,0.0528897,0.16325949,0.016794363,0.23704688,0.04161312
353,0.16678913,0.026860606,0.15024838,0.020799886,0.26984265,0.043602176,0.27610433,0.052842256,0.16306098,0.016772766,0.23678513,0.0416585
354,0.16618164,0.026669873,0.14968683,0.020778563,0.2690997,0.04353143,0.2752739,0.052540448,0.16283311,0.016784322,0.2365492,0.041657437
355,0.16555406,0.02661623,0.14916594,0.020739473,0.2682807,0.04349514,0.27458546,0.052417014,0.16260214,0.016730221,0.23612879,0.041515186
356,0.16507752,0.026562704,0.14879939,0.020766124,0.26741526,0.043221176,0.27381608,0.05225137,0.16234238,0.01673021,0.23579942,0.04149426
357,0.16440171,0.02628938,0.14824384,0.020735744,0.26678517,0.0432,0.2730402,0.052183542,0.16212036,0.016712485,0.23551129,0.041380294
358,0.16382182,0.026304793,0.1477674,0.02062765,0.26599878,0.04304251,0.2723913,0.052077323,0.16187875,0.016620608,0.23512034,0.04126337
359,0.16331452,0.026143217,0.14718617,0.020572975,0.26518592,0.042987116,0.27136186,0.05203706,0.16164547,0.016619189,0.23485263,0.041194703
360,0.16280471,0.026032304,0.14674146,0.020520736,0.26427972,0.042937126,0.27069184,0.05192616,0.16147476,0.016613834,0.2345578,0.04117022
361,0.1622427,0.025927074,0.14630891,0.020459676,0.26349464,0.042688143,0.26983568,0.051743556,0.16127075,0.016649628,0.23420978,0.0410454
362,0.16165185,0.025840888,0.14586277,0.020431694,0.26282468,0.042404007,0.26905057,0.05157544,0.16100395,0.016587054,0.23389749,0.040998045
363,0.16105062,0.02572958,0.14535439,0.020319005,0.2619991,0.04250047,0.26839456,0.05149708,0.16085914,0.016571613,0.23364611,0.04099573
364,0.16065735,0.02570237,0.14484791,0.020270603,0.260955,0.04226501,0.26767915,0.051484566,0.16058467,0.016551878,0.2334014,0.040923584
365,0.16011336,0.025649965,0.14441678,0.020194657,0.2602611,0.042144187,0.26684523,0.05119129,0.16043158,0.016553972,0.23308729,0.04076329
366,0.15980983,0.025598323,0.14402872,0.0201335,0.25971964,0.041929677,0.26584193,0.051064245,0.16020998,0.016562888,0.23264699,0.040691845
367,0.15912478,0.025520897,0.14351678,0.019970018,0.25896594,0.041914057,0.2649828,0.051052038,0.1599927,0.016509742,0.23233241,0.040620822
